date,year,year_month,era,category,category_disruption_score,import_dependency_pct
2022-07-01,2022,2022-07,High Inflation,Clothing,68.73,91.0
2022-07-01,2022,2022-07,High Inflation,Machinery & Industrial,10.2,78.0
2022-07-01,2022,2022-07,High Inflation,Chemicals & Pharma,43.0,65.0
2022-07-01,2022,2022-07,High Inflation,Energy & Fuels,30.44,71.0
2022-08-01,2022,2022-08,High Inflation,Food & Drink,33.33,82.0
2022-08-01,2022,2022-08,High Inflation,Clothing,29.86,91.0
2022-08-01,2022,2022-08,High Inflation,Machinery & Industrial,11.54,78.0
2022-08-01,2022,2022-08,High Inflation,Chemicals & Pharma,43.0,65.0
2022-08-01,2022,2022-08,High Inflation,Energy & Fuels,28.15,71.0
2022-08-01,2022,2022-08,High Inflation,Food & Drink,70.23,82.0
2022-08-01,2022,2022-08,High Inflation,Clothing,70.81,91.0
2022-08-01,2022,2022-08,High Inflation,Machinery & Industrial,11.54,78.0
2022-08-01,2022,2022-08,High Inflation,Chemicals & Pharma,43.0,65.0
2022-08-01,2022,2022-08,High Inflation,Energy & Fuels,28.15,71.0
2022-09-01,2022,2022-09,High Inflation,Food & Drink,70.5,82.0
2022-09-01,2022,2022-09,High Inflation,Clothing,70.09,91.0
2022-09-01,2022,2022-09,High Inflation,Machinery & Industrial,6.6,78.0
2022-09-01,2022,2022-09,High Inflation,Chemicals & Pharma,43.0,65.0
2022-09-01,2022,2022-09,High Inflation,Energy & Fuels,24.08,71.0
2022-09-01,2022,2022-09,High Inflation,Food & Drink,33.6,82.0
2022-09-01,2022,2022-09,High Inflation,Clothing,29.14,91.0
2022-09-01,2022,2022-09,High Inflation,Machinery & Industrial,6.6,78.0
2022-09-01,2022,2022-09,High Inflation,Chemicals & Pharma,43.0,65.0
2022-09-01,2022,2022-09,High Inflation,Energy & Fuels,24.08,71.0
2022-10-01,2022,2022-10,High Inflation,Food & Drink,71.01,82.0
2022-10-01,2022,2022-10,High Inflation,Clothing,72.12,91.0
2022-10-01,2022,2022-10,High Inflation,Machinery & Industrial,10.53,78.0
2022-10-01,2022,2022-10,High Inflation,Chemicals & Pharma,43.0,65.0
2022-10-01,2022,2022-10,High Inflation,Energy & Fuels,22.99,71.0
2022-10-01,2022,2022-10,High Inflation,Food & Drink,34.11,82.0
2022-10-01,2022,2022-10,High Inflation,Clothing,31.17,91.0
2022-10-01,2022,2022-10,High Inflation,Machinery & Industrial,10.53,78.0
2022-10-01,2022,2022-10,High Inflation,Chemicals & Pharma,43.0,65.0
2022-10-01,2022,2022-10,High Inflation,Energy & Fuels,22.99,71.0
2022-11-01,2022,2022-11,High Inflation,Food & Drink,35.38,82.0
2022-11-01,2022,2022-11,High Inflation,Clothing,24.01,91.0
2022-11-01,2022,2022-11,High Inflation,Machinery & Industrial,45.6,78.0
2022-11-01,2022,2022-11,High Inflation,Chemicals & Pharma,43.0,65.0
2022-11-01,2022,2022-11,High Inflation,Energy & Fuels,22.57,71.0
2022-11-01,2022,2022-11,High Inflation,Food & Drink,72.28,82.0
2022-11-01,2022,2022-11,High Inflation,Clothing,64.96,91.0
2022-11-01,2022,2022-11,High Inflation,Machinery & Industrial,45.6,78.0
2022-11-01,2022,2022-11,High Inflation,Chemicals & Pharma,43.0,65.0
2022-11-01,2022,2022-11,High Inflation,Energy & Fuels,22.57,71.0
2022-12-01,2022,2022-12,High Inflation,Food & Drink,68.1,82.0
2022-12-01,2022,2022-12,High Inflation,Clothing,64.58,91.0
2022-12-01,2022,2022-12,High Inflation,Machinery & Industrial,45.6,78.0
2022-12-01,2022,2022-12,High Inflation,Chemicals & Pharma,43.0,65.0
2022-12-01,2022,2022-12,High Inflation,Energy & Fuels,20.57,71.0
2022-12-01,2022,2022-12,High Inflation,Food & Drink,31.2,82.0
2022-12-01,2022,2022-12,High Inflation,Clothing,23.63,91.0
2022-12-01,2022,2022-12,High Inflation,Machinery & Industrial,45.6,78.0
2022-12-01,2022,2022-12,High Inflation,Chemicals & Pharma,43.0,65.0
2022-12-01,2022,2022-12,High Inflation,Energy & Fuels,20.57,71.0
2023-01-01,2023,2023-01,High Inflation,Food & Drink,32.57,82.0
2023-01-01,2023,2023-01,High Inflation,Clothing,21.5,91.0
2023-01-01,2023,2023-01,High Inflation,Machinery & Industrial,45.6,78.0
2023-01-01,2023,2023-01,High Inflation,Chemicals & Pharma,43.0,65.0
2023-01-01,2023,2023-01,High Inflation,Energy & Fuels,15.47,71.0
2023-01-01,2023,2023-01,High Inflation,Food & Drink,69.47,82.0
2023-01-01,2023,2023-01,High Inflation,Clothing,62.45,91.0
2023-01-01,2023,2023-01,High Inflation,Machinery & Industrial,45.6,78.0
2023-01-01,2023,2023-01,High Inflation,Chemicals & Pharma,43.0,65.0
2023-01-01,2023,2023-01,High Inflation,Energy & Fuels,15.47,71.0
2023-02-01,2023,2023-02,High Inflation,Food & Drink,72.91,82.0
2023-02-01,2023,2023-02,High Inflation,Clothing,73.05,91.0
2023-02-01,2023,2023-02,High Inflation,Machinery & Industrial,9.31,78.0
2023-02-01,2023,2023-02,High Inflation,Chemicals & Pharma,43.0,65.0
2023-02-01,2023,2023-02,High Inflation,Energy & Fuels,17.27,71.0
2023-02-01,2023,2023-02,High Inflation,Food & Drink,36.01,82.0
2023-02-01,2023,2023-02,High Inflation,Clothing,32.1,91.0
2023-02-01,2023,2023-02,High Inflation,Machinery & Industrial,9.31,78.0
2023-02-01,2023,2023-02,High Inflation,Chemicals & Pharma,43.0,65.0
2023-02-01,2023,2023-02,High Inflation,Energy & Fuels,17.27,71.0
2023-03-01,2023,2023-03,High Inflation,Food & Drink,33.7,82.0
2023-03-01,2023,2023-03,High Inflation,Clothing,28.04,91.0
2023-03-01,2023,2023-03,High Inflation,Machinery & Industrial,7.93,78.0
2023-03-01,2023,2023-03,High Inflation,Chemicals & Pharma,43.0,65.0
2023-03-01,2023,2023-03,High Inflation,Energy & Fuels,19.04,71.0
2023-03-01,2023,2023-03,High Inflation,Food & Drink,70.6,82.0
2023-03-01,2023,2023-03,High Inflation,Clothing,68.99,91.0
2023-03-01,2023,2023-03,High Inflation,Machinery & Industrial,7.93,78.0
2023-03-01,2023,2023-03,High Inflation,Chemicals & Pharma,43.0,65.0
2023-03-01,2023,2023-03,High Inflation,Energy & Fuels,19.04,71.0
2023-04-01,2023,2023-04,High Inflation,Food & Drink,36.93,82.0
2023-04-01,2023,2023-04,High Inflation,Clothing,32.58,91.0
2023-04-01,2023,2023-04,High Inflation,Machinery & Industrial,16.45,78.0
2023-04-01,2023,2023-04,High Inflation,Chemicals & Pharma,43.0,65.0
2023-04-01,2023,2023-04,High Inflation,Energy & Fuels,20.73,71.0
2023-04-01,2023,2023-04,High Inflation,Food & Drink,73.83,82.0
2023-04-01,2023,2023-04,High Inflation,Clothing,73.53,91.0
2023-04-01,2023,2023-04,High Inflation,Machinery & Industrial,16.45,78.0
2023-04-01,2023,2023-04,High Inflation,Chemicals & Pharma,43.0,65.0
2023-04-01,2023,2023-04,High Inflation,Energy & Fuels,20.73,71.0
2023-05-01,2023,2023-05,High Inflation,Food & Drink,69.98,82.0
2023-05-01,2023,2023-05,High Inflation,Clothing,69.35,91.0
2023-05-01,2023,2023-05,High Inflation,Machinery & Industrial,11.1,78.0
2023-05-01,2023,2023-05,High Inflation,Chemicals & Pharma,43.0,65.0
2023-05-01,2023,2023-05,High Inflation,Energy & Fuels,20.89,71.0
2023-05-01,2023,2023-05,High Inflation,Food & Drink,33.08,82.0
2023-05-01,2023,2023-05,High Inflation,Clothing,28.4,91.0
2023-05-01,2023,2023-05,High Inflation,Machinery & Industrial,11.1,78.0
2023-05-01,2023,2023-05,High Inflation,Chemicals & Pharma,43.0,65.0
2023-05-01,2023,2023-05,High Inflation,Energy & Fuels,20.89,71.0
2023-06-01,2023,2023-06,Stabilisation,Food & Drink,35.06,82.0
2023-06-01,2023,2023-06,Stabilisation,Clothing,32.31,91.0
2023-06-01,2023,2023-06,Stabilisation,Machinery & Industrial,10.72,78.0
2023-06-01,2023,2023-06,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-06-01,2023,2023-06,Stabilisation,Energy & Fuels,19.92,71.0
2023-06-01,2023,2023-06,Stabilisation,Food & Drink,71.96,82.0
2023-06-01,2023,2023-06,Stabilisation,Clothing,73.26,91.0
2023-06-01,2023,2023-06,Stabilisation,Machinery & Industrial,10.72,78.0
2023-06-01,2023,2023-06,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-06-01,2023,2023-06,Stabilisation,Energy & Fuels,19.92,71.0
2023-07-01,2023,2023-07,Stabilisation,Food & Drink,34.57,82.0
2023-07-01,2023,2023-07,Stabilisation,Clothing,35.1,91.0
2023-07-01,2023,2023-07,Stabilisation,Machinery & Industrial,12.12,78.0
2023-07-01,2023,2023-07,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-07-01,2023,2023-07,Stabilisation,Energy & Fuels,24.99,71.0
2023-07-01,2023,2023-07,Stabilisation,Food & Drink,71.47,82.0
2023-07-01,2023,2023-07,Stabilisation,Clothing,76.05,91.0
2023-07-01,2023,2023-07,Stabilisation,Machinery & Industrial,12.12,78.0
2023-07-01,2023,2023-07,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-07-01,2023,2023-07,Stabilisation,Energy & Fuels,24.99,71.0
2023-08-01,2023,2023-08,Stabilisation,Food & Drink,32.01,82.0
2023-08-01,2023,2023-08,Stabilisation,Clothing,35.23,91.0
2023-08-01,2023,2023-08,Stabilisation,Machinery & Industrial,14.13,78.0
2023-08-01,2023,2023-08,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-08-01,2023,2023-08,Stabilisation,Energy & Fuels,24.58,71.0
2023-08-01,2023,2023-08,Stabilisation,Food & Drink,68.91,82.0
2023-08-01,2023,2023-08,Stabilisation,Clothing,76.18,91.0
2023-08-01,2023,2023-08,Stabilisation,Machinery & Industrial,14.13,78.0
2023-08-01,2023,2023-08,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-08-01,2023,2023-08,Stabilisation,Energy & Fuels,24.58,71.0
2023-09-01,2023,2023-09,Stabilisation,Food & Drink,66.55,82.0
2023-09-01,2023,2023-09,Stabilisation,Clothing,74.82,91.0
2023-09-01,2023,2023-09,Stabilisation,Machinery & Industrial,9.91,78.0
2023-09-01,2023,2023-09,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-09-01,2023,2023-09,Stabilisation,Energy & Fuels,23.97,71.0
2023-09-01,2023,2023-09,Stabilisation,Food & Drink,29.65,82.0
2023-09-01,2023,2023-09,Stabilisation,Clothing,33.87,91.0
2023-09-01,2023,2023-09,Stabilisation,Machinery & Industrial,9.91,78.0
2023-09-01,2023,2023-09,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-09-01,2023,2023-09,Stabilisation,Energy & Fuels,23.97,71.0
2023-10-01,2023,2023-10,Stabilisation,Food & Drink,25.85,82.0
2023-10-01,2023,2023-10,Stabilisation,Clothing,33.02,91.0
2023-10-01,2023,2023-10,Stabilisation,Machinery & Industrial,8.57,78.0
2023-10-01,2023,2023-10,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-10-01,2023,2023-10,Stabilisation,Energy & Fuels,21.97,71.0
2023-10-01,2023,2023-10,Stabilisation,Food & Drink,62.75,82.0
2023-10-01,2023,2023-10,Stabilisation,Clothing,73.97,91.0
2023-10-01,2023,2023-10,Stabilisation,Machinery & Industrial,8.57,78.0
2023-10-01,2023,2023-10,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-10-01,2023,2023-10,Stabilisation,Energy & Fuels,21.97,71.0
2023-11-01,2023,2023-11,Stabilisation,Food & Drink,64.26,82.0
2023-11-01,2023,2023-11,Stabilisation,Clothing,63.28,91.0
2023-11-01,2023,2023-11,Stabilisation,Machinery & Industrial,45.6,78.0
2023-11-01,2023,2023-11,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-11-01,2023,2023-11,Stabilisation,Energy & Fuels,19.88,71.0
2023-11-01,2023,2023-11,Stabilisation,Food & Drink,27.36,82.0
2023-11-01,2023,2023-11,Stabilisation,Clothing,22.33,91.0
2023-11-01,2023,2023-11,Stabilisation,Machinery & Industrial,45.6,78.0
2023-11-01,2023,2023-11,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-11-01,2023,2023-11,Stabilisation,Energy & Fuels,19.88,71.0
2023-12-01,2023,2023-12,Stabilisation,Food & Drink,58.09,82.0
2023-12-01,2023,2023-12,Stabilisation,Clothing,63.58,91.0
2023-12-01,2023,2023-12,Stabilisation,Machinery & Industrial,45.6,78.0
2023-12-01,2023,2023-12,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-12-01,2023,2023-12,Stabilisation,Energy & Fuels,21.27,71.0
2023-12-01,2023,2023-12,Stabilisation,Food & Drink,21.19,82.0
2023-12-01,2023,2023-12,Stabilisation,Clothing,22.63,91.0
2023-12-01,2023,2023-12,Stabilisation,Machinery & Industrial,45.6,78.0
2023-12-01,2023,2023-12,Stabilisation,Chemicals & Pharma,43.0,65.0
2023-12-01,2023,2023-12,Stabilisation,Energy & Fuels,21.27,71.0
2024-01-01,2024,2024-01,Stabilisation,Food & Drink,62.52,82.0
2024-01-01,2024,2024-01,Stabilisation,Clothing,61.22,91.0
2024-01-01,2024,2024-01,Stabilisation,Machinery & Industrial,45.6,78.0
2024-01-01,2024,2024-01,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-01-01,2024,2024-01,Stabilisation,Energy & Fuels,17.15,71.0
2024-01-01,2024,2024-01,Stabilisation,Food & Drink,25.62,82.0
2024-01-01,2024,2024-01,Stabilisation,Clothing,20.27,91.0
2024-01-01,2024,2024-01,Stabilisation,Machinery & Industrial,45.6,78.0
2024-01-01,2024,2024-01,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-01-01,2024,2024-01,Stabilisation,Energy & Fuels,17.15,71.0
2024-02-01,2024,2024-02,Stabilisation,Food & Drink,28.05,82.0
2024-02-01,2024,2024-02,Stabilisation,Clothing,30.17,91.0
2024-02-01,2024,2024-02,Stabilisation,Machinery & Industrial,11.72,78.0
2024-02-01,2024,2024-02,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-02-01,2024,2024-02,Stabilisation,Energy & Fuels,17.65,71.0
2024-02-01,2024,2024-02,Stabilisation,Food & Drink,64.95,82.0
2024-02-01,2024,2024-02,Stabilisation,Clothing,71.12,91.0
2024-02-01,2024,2024-02,Stabilisation,Machinery & Industrial,11.72,78.0
2024-02-01,2024,2024-02,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-02-01,2024,2024-02,Stabilisation,Energy & Fuels,17.65,71.0
2024-03-01,2024,2024-03,Stabilisation,Food & Drink,64.94,82.0
2024-03-01,2024,2024-03,Stabilisation,Clothing,69.16,91.0
2024-03-01,2024,2024-03,Stabilisation,Machinery & Industrial,14.18,78.0
2024-03-01,2024,2024-03,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-03-01,2024,2024-03,Stabilisation,Energy & Fuels,18.51,71.0
2024-03-01,2024,2024-03,Stabilisation,Food & Drink,28.04,82.0
2024-03-01,2024,2024-03,Stabilisation,Clothing,28.21,91.0
2024-03-01,2024,2024-03,Stabilisation,Machinery & Industrial,14.18,78.0
2024-03-01,2024,2024-03,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-03-01,2024,2024-03,Stabilisation,Energy & Fuels,18.51,71.0
2024-04-01,2024,2024-04,Stabilisation,Food & Drink,28.3,82.0
2024-04-01,2024,2024-04,Stabilisation,Clothing,28.69,91.0
2024-04-01,2024,2024-04,Stabilisation,Machinery & Industrial,16.34,78.0
2024-04-01,2024,2024-04,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-04-01,2024,2024-04,Stabilisation,Energy & Fuels,20.39,71.0
2024-04-01,2024,2024-04,Stabilisation,Food & Drink,65.2,82.0
2024-04-01,2024,2024-04,Stabilisation,Clothing,69.64,91.0
2024-04-01,2024,2024-04,Stabilisation,Machinery & Industrial,16.34,78.0
2024-04-01,2024,2024-04,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-04-01,2024,2024-04,Stabilisation,Energy & Fuels,20.39,71.0
2024-05-01,2024,2024-05,Stabilisation,Food & Drink,64.11,82.0
2024-05-01,2024,2024-05,Stabilisation,Clothing,67.4,91.0
2024-05-01,2024,2024-05,Stabilisation,Machinery & Industrial,14.55,78.0
2024-05-01,2024,2024-05,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-05-01,2024,2024-05,Stabilisation,Energy & Fuels,22.87,71.0
2024-05-01,2024,2024-05,Stabilisation,Food & Drink,27.21,82.0
2024-05-01,2024,2024-05,Stabilisation,Clothing,26.45,91.0
2024-05-01,2024,2024-05,Stabilisation,Machinery & Industrial,14.55,78.0
2024-05-01,2024,2024-05,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-05-01,2024,2024-05,Stabilisation,Energy & Fuels,22.87,71.0
2024-06-01,2024,2024-06,Stabilisation,Food & Drink,27.92,82.0
2024-06-01,2024,2024-06,Stabilisation,Clothing,26.91,91.0
2024-06-01,2024,2024-06,Stabilisation,Machinery & Industrial,15.31,78.0
2024-06-01,2024,2024-06,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-06-01,2024,2024-06,Stabilisation,Energy & Fuels,21.9,71.0
2024-06-01,2024,2024-06,Stabilisation,Food & Drink,64.82,82.0
2024-06-01,2024,2024-06,Stabilisation,Clothing,67.86,91.0
2024-06-01,2024,2024-06,Stabilisation,Machinery & Industrial,15.31,78.0
2024-06-01,2024,2024-06,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-06-01,2024,2024-06,Stabilisation,Energy & Fuels,21.9,71.0
2024-07-01,2024,2024-07,Stabilisation,Food & Drink,28.53,82.0
2024-07-01,2024,2024-07,Stabilisation,Clothing,29.98,91.0
2024-07-01,2024,2024-07,Stabilisation,Machinery & Industrial,15.05,78.0
2024-07-01,2024,2024-07,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-07-01,2024,2024-07,Stabilisation,Energy & Fuels,25.51,71.0
2024-07-01,2024,2024-07,Stabilisation,Food & Drink,65.43,82.0
2024-07-01,2024,2024-07,Stabilisation,Clothing,70.93,91.0
2024-07-01,2024,2024-07,Stabilisation,Machinery & Industrial,15.05,78.0
2024-07-01,2024,2024-07,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-07-01,2024,2024-07,Stabilisation,Energy & Fuels,25.51,71.0
2024-08-01,2024,2024-08,Stabilisation,Food & Drink,27.79,82.0
2024-08-01,2024,2024-08,Stabilisation,Clothing,28.89,91.0
2024-08-01,2024,2024-08,Stabilisation,Machinery & Industrial,17.22,78.0
2024-08-01,2024,2024-08,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-08-01,2024,2024-08,Stabilisation,Energy & Fuels,26.02,71.0
2024-08-01,2024,2024-08,Stabilisation,Food & Drink,64.69,82.0
2024-08-01,2024,2024-08,Stabilisation,Clothing,69.84,91.0
2024-08-01,2024,2024-08,Stabilisation,Machinery & Industrial,17.22,78.0
2024-08-01,2024,2024-08,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-08-01,2024,2024-08,Stabilisation,Energy & Fuels,26.02,71.0
2024-09-01,2024,2024-09,Stabilisation,Food & Drink,64.97,82.0
2024-09-01,2024,2024-09,Stabilisation,Clothing,69.26,91.0
2024-09-01,2024,2024-09,Stabilisation,Machinery & Industrial,13.09,78.0
2024-09-01,2024,2024-09,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-09-01,2024,2024-09,Stabilisation,Energy & Fuels,21.56,71.0
2024-09-01,2024,2024-09,Stabilisation,Food & Drink,28.07,82.0
2024-09-01,2024,2024-09,Stabilisation,Clothing,28.31,91.0
2024-09-01,2024,2024-09,Stabilisation,Machinery & Industrial,13.09,78.0
2024-09-01,2024,2024-09,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-09-01,2024,2024-09,Stabilisation,Energy & Fuels,21.56,71.0
2024-10-01,2024,2024-10,Stabilisation,Food & Drink,25.34,82.0
2024-10-01,2024,2024-10,Stabilisation,Clothing,28.54,91.0
2024-10-01,2024,2024-10,Stabilisation,Machinery & Industrial,12.54,78.0
2024-10-01,2024,2024-10,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-10-01,2024,2024-10,Stabilisation,Energy & Fuels,19.98,71.0
2024-10-01,2024,2024-10,Stabilisation,Food & Drink,62.24,82.0
2024-10-01,2024,2024-10,Stabilisation,Clothing,69.49,91.0
2024-10-01,2024,2024-10,Stabilisation,Machinery & Industrial,12.54,78.0
2024-10-01,2024,2024-10,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-10-01,2024,2024-10,Stabilisation,Energy & Fuels,19.98,71.0
2024-11-01,2024,2024-11,Stabilisation,Food & Drink,66.0,82.0
2024-11-01,2024,2024-11,Stabilisation,Clothing,62.05,91.0
2024-11-01,2024,2024-11,Stabilisation,Machinery & Industrial,45.6,78.0
2024-11-01,2024,2024-11,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-11-01,2024,2024-11,Stabilisation,Energy & Fuels,18.49,71.0
2024-11-01,2024,2024-11,Stabilisation,Food & Drink,29.1,82.0
2024-11-01,2024,2024-11,Stabilisation,Clothing,21.1,91.0
2024-11-01,2024,2024-11,Stabilisation,Machinery & Industrial,45.6,78.0
2024-11-01,2024,2024-11,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-11-01,2024,2024-11,Stabilisation,Energy & Fuels,18.49,71.0
2024-12-01,2024,2024-12,Stabilisation,Food & Drink,58.62,82.0
2024-12-01,2024,2024-12,Stabilisation,Clothing,62.93,91.0
2024-12-01,2024,2024-12,Stabilisation,Machinery & Industrial,45.6,78.0
2024-12-01,2024,2024-12,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-12-01,2024,2024-12,Stabilisation,Energy & Fuels,19.73,71.0
2024-12-01,2024,2024-12,Stabilisation,Food & Drink,21.72,82.0
2024-12-01,2024,2024-12,Stabilisation,Clothing,21.98,91.0
2024-12-01,2024,2024-12,Stabilisation,Machinery & Industrial,45.6,78.0
2024-12-01,2024,2024-12,Stabilisation,Chemicals & Pharma,43.0,65.0
2024-12-01,2024,2024-12,Stabilisation,Energy & Fuels,19.73,71.0
